Label,SMS,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,,,
Not spam,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,,,
Not spam,Aight ill get on fb in a couple minutes,,,
Not spam,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,,,
Not spam,Where can download clear movies. Dvd copies.,,,
Not spam,"Yep, by the pretty sculpture",,,
Not spam,Convey my regards to him,,,
Not spam,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,,,
Not spam,You tell what happen dont behave like this to me. Ok no need to say,,,
Not spam,Can u get pic msgs to your phone?,,,
Not spam,Send to someone else :-),,,
Not spam,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
Not spam,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,,,
Not spam,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",,,
Not spam,I don't think he has spatula hands!,,,
Not spam,You can never do NOTHING,,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,,,
Not spam,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,,,
spam,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,,,
Not spam,Please da call me any mistake from my side sorry da. Pls da goto doctor.,,,
Not spam,Where r we meeting?,,,
Not spam,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",,,
Not spam,Now only i reached home. . . I am very tired now. . I will come tomorro,,,
Not spam,Ryder unsold.now gibbs.,,,
spam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,,,
Not spam,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,,,
Not spam,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,,,
Not spam,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,,,
Not spam,You busy or can I come by at some point and figure out what we're doing tomorrow,,,
Not spam,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",,,
Not spam,Black shirt n blue jeans... I thk i c Ì_...,,,
Not spam,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,,,
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,,,
Not spam,on hen night. Going with a swing,,,
Not spam,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",,,
Not spam,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,,,
Not spam,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),,,
Not spam,S s..first time..dhoni rocks...,,,
Not spam,Ok ill tell the company,,,
Not spam,"Awesome, think we can get an 8th at usf some time tonight?",,,
Not spam,So that means you still think of teju,,,
Not spam,"No I'm good for the movie, is it ok if I leave in an hourish?",,,
Not spam,No no:)this is kallis home ground.amla home town is durban:),,,
Not spam,So lets make it saturday or monday as per convenience.,,,
Not spam,Hey... What time is your driving on fri? We go for evaluation on fri?,,,
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",,,
Not spam,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,,,
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",,,
Not spam,Cancel cheyyamo?and get some money back?,,,
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,,,
Not spam,Ok.ok ok..then..whats ur todays plan,,,
Not spam,Good morning princess! How are you?,,,
Not spam,Aiyar sorry lor forgot 2 tell u...,,,
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,,,
Not spam,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,,,
Not spam,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",".;-):-D""",,
spam,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,,,
Not spam,"So check your errors and if you had difficulties, do correction.",,,
Not spam,Howz pain?hope u r fine..,,,
Not spam,"Sorry, I'll call later",,,
Not spam,Good morning princess! How are you?,,,
Not spam,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
Not spam,U wake up already? Thanx 4 e tau sar piah it's quite nice.,,,
Not spam,K do I need a login or anything,,,
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,,,
Not spam,LOL ... No just was busy,,,
Not spam,What * u wearing?,,,
Not spam,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
Not spam,Oh:)as usual vijay film or its different?,,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
Not spam,Have you had a good day? Mine was really busy are you up to much tomorrow night?,,,
Not spam,And is there a way you can send shade's stuff to her. And she has been wonderful too.,,,
Not spam,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,,,
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",,,
Not spam,Babe ? I lost you ... :-(,,,
Not spam,Ok... Help me ask if she's working tmr a not?,,,
Not spam,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,,,
Not spam,Not a drop in the tank,,,
Not spam,(That said can you text him one more time?),,,
Not spam,"Sorry, I'll call later",,,
Not spam,Ok i go change also...,,,
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),,,
Not spam,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,,,
Not spam,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",,,
Not spam,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,,,
Not spam,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,,,
Not spam,Hey! There's veggie pizza... :/,,,
Not spam,Yun buying... But school got offer 2000 plus only...,,,
Not spam,You sure your neighbors didnt pick it up,,,
Not spam,K. I will sent it again,,,
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,,,
Not spam,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",,,
Not spam,Well. Im computerless. Time to make some oreo truffles,,,
Not spam,"Haha yeah I see that now, be there in a sec",,,
Not spam,I am not having her number sir,,,
Not spam,Lol now I'm after that hot air balloon!,,,
Not spam,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,,,
Not spam,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,,,
Not spam,"Yeah, we can probably swing by once my roommate finishes up with his girl",,,
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",,,
Not spam,Happy new years melody!,,,
Not spam,ÌÏ dun need to pick ur gf?,,,
Not spam,Yay! You better not have told that to 5 other girls either.,,,
Not spam,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,,,
Not spam,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",,,
Not spam,Just nw i came to hme da..,,,
Not spam,"I'm outside islands, head towards hard rock and you'll run into me",,,
Not spam,To day class is there are no class.,,,
Not spam,I'm in chennai velachery:),,,
Not spam,You flippin your shit yet?,,,
Not spam,"K give me a sec, breaking a  &lt;#&gt;  at cstore",,,
Not spam,Am i that much bad to avoid like this?,,,
Not spam,"Yo, you around? Just got my car back",,,
Not spam,Annoying isn't it.,,,
Not spam,"Goodmorning, Today i am late for  &lt;#&gt; min.",,,
Not spam,There's no point hangin on to mr not right if he's not makin u happy,,,
Not spam,All will come alive.better correct any good looking figure there itself..,,,
Not spam,In that case I guess I'll see you at campus lodge,,,
Not spam,We're done...,,,
Not spam,Come to my home for one last time i wont do anything. Trust me.,,,
Not spam,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,,,
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,,,
Not spam,Ok... C ya...,,,
spam,You have 1 new voicemail. Please call 08719181503,,,
Not spam,What he said is not the matter. My mind saying some other matter is there.,,,
Not spam,He also knows about lunch menu only da. . I know,,,
Not spam,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",,,
Not spam,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,
Not spam,Otherwise had part time job na-tuition..,,,
Not spam,I know she called me,,,
Not spam,"Me also da, i feel yesterday night  wait til 2day night dear.",,,
Not spam,Thanks for understanding. I've been trying to tell sura that.,,,
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,,,
Not spam,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,,,
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",,,
Not spam,I need you to be in my strong arms...,,,
Not spam,Also maaaan are you missing out,,,
Not spam,His bday real is in april .,,,
Not spam,Guessin you ain't gonna be here before 9?,,,
Not spam,Ok then i will come to ur home after half an hour,,,
Not spam,"Yo, the game almost over? Want to go to walmart soon",,,
